term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf,dfidf
conspiracy,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conspiraci,conspiraci,conspir,0.890797652408885,12.471167133724391
conspiratorial,1,14,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,conspiratori,conspiratori,conspir,1.5588958917155489,12.471167133724391
conspiratorially,2,16,2.3877603404946244e-06,18.675910528756244,NNP,2,"{'RB', 'NNP'}",0,conspiratori,conspiratori,conspir,0.6901103222160396,22.942334267448782
constable,10,9,1.1938801702473123e-05,16.35398243386888,NNP,3,"{'NN', 'NNP', 'JJ'}",0,constabl,constabl,const,1.2822591198098872,75.76933706979513
constables,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,constabl,constabl,const,4.157055711241464,12.471167133724391
constabulary,1,12,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,constabulari,constabulari,constab,6.2355835668621955,12.471167133724391
constant,6,8,7.163281021483874e-06,17.090948028035086,JJ,2,"{'NNP', 'JJ'}",0,constant,constant,const,0.9748896235322634,59.31722779801941
constantl,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,constantl,constantl,constantl,1.2471167133724392,12.471167133724391
constantly,10,10,1.1938801702473123e-05,16.35398243386888,RB,5,"{'NN', 'NNP', 'VB', 'VBP', 'RB'}",0,constantli,constant,const,0.94172244584057,91.4923903883703
constellations,1,14,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,constel,constel,constel,0.542224657988017,12.471167133724391
consternation,5,13,5.969400851236562e-06,17.35398243386888,NNP,3,"{'NN', 'NNP', 'NNS'}",0,constern,constern,constern,1.4765963437012801,41.884668534897564
constipated,1,11,1.1938801702473122e-06,19.675910528756244,VBD,1,{'VBD'},0,constip,constip,constip,1.039263927810366,12.471167133724391
constitution,1,12,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,constitut,constitut,constitut,3.1177917834310978,12.471167133724391
constricted,1,11,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,constrict,constrict,constrict,0.890797652408885,12.471167133724391
constricting,1,12,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,constrict,constrict,constrict,0.7794479458577744,12.471167133724391
constrictor,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,constrictor,constrictor,constrict,0.25451361497396713,12.471167133724391
constricts,1,10,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,constrict,constrict,constrict,0.20444536284794085,12.471167133724391
constructed,2,11,2.3877603404946244e-06,18.675910528756244,VBD,2,"{'VBD', 'NNS'}",0,construct,construct,construct,1.0949750445827828,22.942334267448782
constructing,1,12,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,construct,construct,construct,0.6563772175644416,12.471167133724391
construction,10,12,1.1938801702473123e-05,16.35398243386888,NN,2,"{'NN', 'NNP'}",0,construct,construct,construct,0.8929988621551471,83.71117919053872
consuela,31,8,3.701028527766668e-05,14.721714218369367,NNP,3,"{'NN', 'NNP', 'VB'}",0,consuela,consuela,consuel,3.1833761732592873,99.12909066595805
consuelas,5,9,5.969400851236562e-06,17.35398243386888,NNP,1,{'NNP'},0,consuela,consuela,consuela,2.2099417350912574,32.65861389900971
consultant,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consult,consult,consult,4.157055711241464,12.471167133724391
consultation,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consult,consult,consult,0.542224657988017,12.471167133724391
consulted,1,9,1.1938801702473122e-06,19.675910528756244,VBN,1,{'VBN'},0,consult,consult,consult,0.1558895891715549,12.471167133724391
consulting,1,10,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,consult,consult,consult,1.039263927810366,12.471167133724391
consults,6,8,7.163281021483874e-06,17.090948028035086,VBZ,5,"{'VBD', 'NNP', 'VBZ', 'VB', 'NNS'}",0,consult,consult,consult,0.9663895798663216,59.31722779801941
consumate,1,9,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,consum,consum,consum,0.43004024599049623,12.471167133724391
consume,6,7,7.163281021483874e-06,17.090948028035086,VBP,4,"{'NN', 'VB', 'VBP', 'VBN'}",0,consum,consum,consum,0.621781441618713,50.74619519418515
consumed,6,8,7.163281021483874e-06,17.090948028035086,VBN,2,"{'NN', 'VBN'}",0,consum,consum,consum,0.5552601355932465,59.31722779801941
consumers,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,consum,consum,consum,0.9593205487480301,12.471167133724391
consumes,1,8,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,consum,consum,consum,1.5588958917155489,12.471167133724391
consuming,1,9,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,consum,consum,consum,1.1337424667022173,12.471167133724391
consummate,5,10,5.969400851236562e-06,17.35398243386888,VB,4,"{'NN', 'VB', 'VBP', 'JJ'}",0,consumm,consumm,consum,0.6111076930859484,50.74619519418515
consummated,1,11,1.1938801702473122e-06,19.675910528756244,VBN,1,{'VBN'},0,consumm,consumm,consum,0.20785278556207318,12.471167133724391
consumption,2,11,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,consumpt,consumpt,consum,0.46997256651546415,22.942334267448782
cont,8,4,9.551041361978498e-06,16.675910528756244,NNP,2,"{'NN', 'NNP'}",0,cont,cont,cont,1.0056271334315463,75.76933706979513
contact,48,7,5.730624817187099e-05,14.090948028035086,NN,3,"{'NN', 'VBZ', 'VB'}",0,contact,contact,contact,0.598636574154913,325.07917925619745
contacted,3,9,3.581640510741937e-06,18.090948028035086,VBN,2,"{'VBD', 'VBN'}",0,contact,contact,contact,1.6653614172871292,32.65861389900971
contacts,1,8,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,contact,contact,contact,0.43004024599049623,12.471167133724391
contagious,5,10,5.969400851236562e-06,17.35398243386888,JJ,2,"{'NN', 'JJ'}",0,contagi,contagi,contagy,1.0020359812947035,50.74619519418515
contain,12,7,1.4326562042967747e-05,16.090948028035086,VB,2,"{'VB', 'VBP'}",0,contain,contain,contain,0.48207008252180644,99.12909066595805
contained,5,9,5.969400851236562e-06,17.35398243386888,VBD,3,"{'VBD', 'NN', 'VBN'}",0,contain,contain,contain,0.5823181041457108,50.74619519418515
container,3,9,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,contain,contain,contain,0.6617981038687148,22.942334267448782
containers,3,10,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'NNP'}",0,contain,contain,contain,0.4422061531084985,32.65861389900971
containing,19,10,2.268372323469893e-05,15.427983015312655,VBG,2,"{'NN', 'VBG'}",0,contain,contain,contain,0.7032489702728866,142.52297297205888
containment,2,11,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,contain,contain,contain,1.1778430539092009,22.942334267448782
contains,7,8,8.357161191731187e-06,16.86855560669864,VBZ,3,"{'NNP', 'VBZ', 'NNS'}",0,contain,contain,contain,0.4363814067509858,67.6466854816675
contaminated,3,12,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'VB'}",0,contamin,contamin,contamin,1.0817109358555894,22.942334267448782
contamination,2,13,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,contamin,contamin,contamin,0.3897239729288872,12.471167133724391
contd,676,5,0.0008070629950871,10.27503109247406,NNP,12,"{'NN', 'VBD', 'RP', 'NNP', 'VBZ', 'PRP', 'VB', 'VBP', 'IN', 'RB', 'JJ', 'NNS'}",0,contd,contd,contd,0.5383497607552261,1218.6241685944738
contemplate,1,11,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,contempl,contempl,contempl,0.1578628751104353,12.471167133724391
contemplates,4,12,4.775520680989249e-06,17.675910528756244,VBZ,1,{'VBZ'},0,contempl,contempl,contempl,0.6615065012363788,41.884668534897564
contemplating,6,13,7.163281021483874e-06,17.090948028035086,VBG,1,{'VBG'},0,contempl,contempl,contempl,1.0233933692064496,59.31722779801941
contemplative,1,13,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,contempl,contempl,contempl,4.157055711241464,12.471167133724391
contemporaries,1,14,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contemporari,contemporari,contemp,0.6235583566862196,12.471167133724391
contemporary,2,12,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,contemporari,contemporari,contemp,0.16500651397287094,22.942334267448782
contempt,3,8,3.581640510741937e-06,18.090948028035086,NN,1,{'NN'},0,contempt,contempt,contempt,0.565379327222251,32.65861389900971
contenance,1,10,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,conten,conten,cont,1.78159530481777,12.471167133724391
content,3,7,3.581640510741937e-06,18.090948028035086,NN,2,"{'NN', 'JJ'}",0,content,content,cont,0.25438270267848917,32.65861389900971
contented,1,9,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,content,content,cont,1.2471167133724392,12.471167133724391
contentedly,1,11,1.1938801702473122e-06,19.675910528756244,VBP,1,{'VBP'},0,contentedli,content,cont,0.17565024132006185,12.471167133724391
contents,18,8,2.148984306445162e-05,15.50598552731393,NNS,3,"{'NN', 'NNP', 'NNS'}",0,content,content,cont,0.6793623382865823,142.52297297205888
contest,4,7,4.775520680989249e-06,17.675910528756244,NN,1,{'NN'},0,contest,contest,contest,1.3348029628966034,41.884668534897564
contests,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contest,contest,contest,0.5668712333511087,12.471167133724391
continent,1,9,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contin,contin,contin,2.4942334267448785,12.471167133724391
continents,2,10,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'NNS'}",0,contin,contin,contin,0.9626154238090399,22.942334267448782
contingency,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conting,conting,cont,0.5668712333511087,12.471167133724391
continually,1,11,1.1938801702473122e-06,19.675910528756244,RB,1,{'RB'},0,continu,continu,contin,0.6235583566862196,12.471167133724391
continue,76,8,9.073489293879572e-05,13.427983015312655,VBP,4,"{'NN', 'NNP', 'VB', 'VBP'}",0,continu,continu,continu,0.6275109229012645,458.5380079636393
continued,203,9,0.0002423576745602,12.010574611571066,NNP,8,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'CD', 'JJ', 'VBN'}",0,continu,continu,continu,0.7024261284923153,700.3093931167222
continues,272,9,0.0003247354063072,11.588447687505903,VBZ,6,"{'NN', 'VBD', 'NNP', 'VBZ', 'VB', 'NNS'}",0,continu,continu,continu,0.5159550249343022,1076.587764908991
continuesto,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,continuesto,continuesto,continuesto,0.29002714264475327,12.471167133724391
continuing,242,10,0.0002889190011998,11.757047291481648,NNP,8,"{'NN', 'VBD', 'NNP', 'VBZ', 'VBP', 'MD', 'VBG', 'JJ'}",0,continu,continu,continu,0.6560237178258295,732.183783776471
continuous,11,10,1.3132681872720436e-05,16.216478910118944,NNP,4,"{'VBD', 'NNP', 'VBZ', 'JJ'}",0,continu,continu,continu,1.046480983934448,83.71117919053872
continuously,2,12,2.3877603404946244e-06,18.675910528756244,RB,1,{'RB'},0,continu,continu,continu,1.672878540334807,22.942334267448782
contipue,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contipu,contipu,contipu,0.27713704741609757,12.471167133724391
contorted,7,9,8.357161191731187e-06,16.86855560669864,VBN,3,"{'VBD', 'NNP', 'VBN'}",0,contort,contort,contort,0.44281704058897614,67.6466854816675
contorting,1,10,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,contort,contort,contort,0.3897239729288872,12.471167133724391
contortionist,2,13,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,contortionist,contortionist,contort,1.0313987993041667,22.942334267448782
contorts,7,8,8.357161191731187e-06,16.86855560669864,NNS,2,"{'VBZ', 'NNS'}",0,contort,contort,contort,0.738783104197463,67.6466854816675
contour,1,7,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,contour,contour,conto,0.31977351624934336,12.471167133724391
contours,1,8,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contour,contour,conto,1.039263927810366,12.471167133724391
contra,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,contra,contra,contr,0.34642130927012194,12.471167133724391
contraband,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contraband,contraband,contraband,0.29002714264475327,12.471167133724391
contract,9,8,1.074492153222581e-05,16.505985527313932,NN,2,"{'NN', 'VBD'}",0,contract,contract,contract,1.3424756255554349,75.76933706979513
contracts,2,9,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'NNS'}",0,contract,contract,contract,0.891063875566091,22.942334267448782
contradict,1,10,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,contradict,contradict,contradict,0.3281886087822208,12.471167133724391
contraire,2,9,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VB'}",0,contrair,contrair,contrair,0.47090177067834116,22.942334267448782
contraption,2,11,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,contrapt,contrapt,contrapt,1.392927437666533,22.942334267448782
contraptions,1,12,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contrapt,contrapt,contrapt,3.1177917834310978,12.471167133724391
contrast,5,8,5.969400851236562e-06,17.35398243386888,NN,2,"{'NN', 'VBP'}",0,contrast,contrast,contrast,0.8126612911830702,50.74619519418515
contrasting,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,contrast,contrast,contrast,0.46189507902682925,12.471167133724391
contrasts,1,9,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,contrast,contrast,contrast,0.3897239729288872,12.471167133724391
contrasty,1,9,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,contrasti,contrasti,contrasty,0.6563772175644416,12.471167133724391
contribuer,1,10,1.1938801702473122e-06,19.675910528756244,FW,1,{'FW'},0,contribu,contribu,contribu,0.31977351624934336,12.471167133724391
contribuir,1,10,1.1938801702473122e-06,19.675910528756244,VBZ,1,{'VBZ'},0,contribuir,contribuir,contribuir,0.31977351624934336,12.471167133724391
contribute,1,10,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,contribut,contribut,contribut,0.5938651016059233,12.471167133724391
contributed,1,11,1.1938801702473122e-06,19.675910528756244,VBN,1,{'VBN'},0,contribut,contribut,contribut,0.12471167133724391,12.471167133724391
contributing,1,12,1.1938801702473122e-06,19.675910528756244,VBG,1,{'VBG'},0,contribut,contribut,contribut,0.49884668534897564,12.471167133724391
contribution,2,12,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,contribut,contribut,contribut,0.512105675612696,22.942334267448782
contributions,1,13,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,contribut,contribut,contribut,0.6928426185402439,12.471167133724391
contributors,1,12,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,contributor,contributor,contribut,0.890797652408885,12.471167133724391
contrite,1,8,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,contrit,contrit,contrit,1.2471167133724392,12.471167133724391
contrivance,1,11,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,contriv,contriv,cont,0.29693255080296166,12.471167133724391
contro,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,contro,contro,contro,0.10751006149762406,12.471167133724391
control,116,7,0.0001384900997486,12.817929533628671,NN,7,"{'NN', 'NNP', 'VBZ', 'VB', 'VBP', 'JJ', 'NNS'}",0,control,control,control,0.5663831619260967,565.0756447683107
controlled,14,10,1.6714322383462373e-05,15.86855560669864,VBN,5,"{'NN', 'VBD', 'JJ', 'NNS', 'VBN'}",0,control,control,control,0.6514753675562834,114.0194564025829
controlling,6,11,7.163281021483874e-06,17.090948028035086,VBG,2,"{'NN', 'VBG'}",0,control,control,control,0.5384754782962062,59.31722779801941
controls,25,8,2.984700425618281e-05,15.03205433898152,NN,4,"{'NN', 'VBZ', 'JJ', 'NNS'}",0,control,control,control,0.9303500066639874,189.26891119207767
controversy,1,11,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,controversi,controversi,controversy,0.890797652408885,12.471167133724391
contvo,1,6,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,contvo,contvo,contvo,1.5588958917155489,12.471167133724391
convection,2,10,2.3877603404946244e-06,18.675910528756244,NN,1,{'NN'},0,convect,convect,convect,3.1177917834310978,12.471167133724391
convene,1,7,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conven,conven,conv,0.6235583566862196,12.471167133724391
convenes,1,8,1.1938801702473122e-06,19.675910528756244,NNS,1,{'NNS'},0,conven,conven,conv,0.8314111422482927,12.471167133724391
convenience,4,11,4.775520680989249e-06,17.675910528756244,NNP,1,{'NNP'},0,conveni,conveni,conveny,0.5306879631372081,12.471167133724391
convenient,2,10,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBN'}",0,conveni,conveni,conveny,0.35160665543982805,22.942334267448782
conveniently,4,12,4.775520680989249e-06,17.675910528756244,RB,3,"{'RB', 'NNP', 'VB'}",0,conveni,conveni,conveny,0.8828255074281675,41.884668534897564
convention,1,10,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,convent,convent,conv,1.3856852370804877,12.471167133724391
conventional,1,12,1.1938801702473122e-06,19.675910528756244,JJ,1,{'JJ'},0,convent,convent,conv,0.10751006149762406,12.471167133724391
conventioneer,10,13,1.1938801702473123e-05,16.35398243386888,NNP,1,{'NNP'},0,convention,convention,conv,2.1879240585481385,12.471167133724391
conventioneers,2,14,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,convention,convention,conv,0.4375848117096277,12.471167133724391
converge,4,8,4.775520680989249e-06,17.675910528756244,NN,3,"{'NN', 'VB', 'VBD'}",0,converg,converg,converg,0.2704970034544427,41.884668534897564
converging,2,10,2.3877603404946244e-06,18.675910528756244,NN,2,"{'NN', 'VBG'}",0,converg,converg,converg,0.9832428971763764,22.942334267448782
conversation,37,12,4.417356629915056e-05,14.466457163127291,NN,3,"{'NN', 'NNP', 'VBP'}",0,convers,convers,convers,0.5749008309713478,268.68340941953136
conversationalist,1,17,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,conversationalist,conversationalist,convers,0.5668712333511087,12.471167133724391
conversationally,1,16,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,convers,convers,convers,6.2355835668621955,12.471167133724391
conversations,4,13,4.775520680989249e-06,17.675910528756244,NN,3,"{'NN', 'NNP', 'NNS'}",0,convers,convers,convers,0.8902587494481515,41.884668534897564
converse,1,8,1.1938801702473122e-06,19.675910528756244,VB,1,{'VB'},0,convers,convers,convers,1.039263927810366,12.471167133724391
conversed,1,9,1.1938801702473122e-06,19.675910528756244,VBN,1,{'VBN'},0,convers,convers,convers,0.890797652408885,12.471167133724391
converses,2,9,2.3877603404946244e-06,18.675910528756244,NNP,1,{'NNP'},0,convers,convers,convers,1.1061482593234233,22.942334267448782
conversing,1,10,1.1938801702473122e-06,19.675910528756244,NNP,1,{'NNP'},0,convers,convers,convers,0.12471167133724391,12.471167133724391
convert,3,7,3.581640510741937e-06,18.090948028035086,VB,2,"{'NN', 'VB'}",0,convert,convert,convert,0.5058236496142917,32.65861389900971
converters,1,10,1.1938801702473122e-06,19.675910528756244,NN,1,{'NN'},0,convert,convert,convert,0.28343561667555434,12.471167133724391
